win_loss,game_location,game_date,game_duration,game_player,game_agent,game_avgScore,game_kda,game_attackKills,game_attackDeaths,game_attackAssists,game_attackKD,game_attackDamage,game_defenseKills,game_defenseDeaths,game_defenseAssists,game_defenseKD,game_defenseDamage,game_weapon_type,game_weapon_name,game_weapon_kills,game_weapon_damage
Loss,Split,"10/04/20, 7:25 PM",32m 45s,Cynx5880,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/omen_thumb.png,201,13 / 21 / 7,6,12,5,0.5,1444,7,9,2,0.8,1306,Assault Rifles,Phantom,8,1261
Loss,Split,"10/04/20, 7:25 PM",32m 45s,Cynx5880,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/omen_thumb.png,201,13 / 21 / 7,6,12,5,0.5,1444,7,9,2,0.8,1306,Sidearms,Ghost,3,357
Loss,Split,"10/04/20, 7:25 PM",32m 45s,Cynx5880,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/omen_thumb.png,201,13 / 21 / 7,6,12,5,0.5,1444,7,9,2,0.8,1306,SMGs,Spectre,1,156
Loss,Split,"10/04/20, 7:25 PM",32m 45s,Cynx5880,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/omen_thumb.png,201,13 / 21 / 7,6,12,5,0.5,1444,7,9,2,0.8,1306,Assault Rifles,Vandal,1,154
Loss,Split,"10/04/20, 7:25 PM",32m 45s,ToxicSnypezz,https://titles.trackercdn.com/valorant-pak/media/03b769d630ea38cf542e3424ad0384efd0c21601.png,159,11/18/2005,6,10,3,0.6,1323,6,8,2,0.8,1745,Shotguns,Judge,7,899
Loss,Split,"10/04/20, 7:25 PM",32m 45s,ToxicSnypezz,https://titles.trackercdn.com/valorant-pak/media/03b769d630ea38cf542e3424ad0384efd0c21601.png,159,11/18/2005,6,10,3,0.6,1323,6,8,2,0.8,1745,Assault Rifles,Phantom,2,391
Loss,Split,"10/04/20, 7:25 PM",32m 45s,ToxicSnypezz,https://titles.trackercdn.com/valorant-pak/media/03b769d630ea38cf542e3424ad0384efd0c21601.png,159,11/18/2005,6,10,3,0.6,1323,6,8,2,0.8,1745,Sidearms,Classic,2,236
Loss,Split,"10/04/20, 7:25 PM",32m 45s,blahokay1,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/viper_thumb.png,69,6/4/2000,6,4,0,1.5,688,0,0,0,0,0,Sidearms,Classic,6,837
Win,Haven,"10/04/20, 4:55 AM",35m 44s,im tired,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/omen_thumb.png,318,26 / 18 / 6,11,10,4,1.1,2007,15,8,2,1.9,2718,Assault Rifles,Vandal,25,4313
Win,Haven,"10/04/20, 4:55 AM",35m 44s,im tired,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/omen_thumb.png,318,26 / 18 / 6,11,10,4,1.1,2007,15,8,2,1.9,2718,SMGs,Spectre,1,176
Win,Haven,"10/04/20, 4:55 AM",35m 44s,MahKat2744,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/raze_thumb.png,253,23 / 18 / 6,14,9,4,1.6,2504,9,9,2,1,1573,Assault Rifles,Phantom,12,2396
Win,Haven,"10/04/20, 4:55 AM",35m 44s,MahKat2744,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/raze_thumb.png,253,23 / 18 / 6,14,9,4,1.6,2504,9,9,2,1,1573,Sidearms,Classic,3,574
Win,Haven,"10/04/20, 4:55 AM",35m 44s,MahKat2744,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/raze_thumb.png,253,23 / 18 / 6,14,9,4,1.6,2504,9,9,2,1,1573,SMGs,Spectre,2,368
Win,Haven,"10/04/20, 4:55 AM",35m 44s,MahKat2744,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/raze_thumb.png,253,23 / 18 / 6,14,9,4,1.6,2504,9,9,2,1,1573,Sidearms,Ghost,2,323
Win,Haven,"10/04/20, 4:55 AM",35m 44s,MahKat2744,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/raze_thumb.png,253,23 / 18 / 6,14,9,4,1.6,2504,9,9,2,1,1573,Assault Rifles,Vandal,2,302
Win,Haven,"10/04/20, 4:55 AM",35m 44s,shehroz303,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/breach_thumb.png,246,21 / 18 / 7,10,10,5,1,3171,12,8,2,1.5,2035,Assault Rifles,Phantom,7,1389
Win,Haven,"10/04/20, 4:55 AM",35m 44s,shehroz303,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/breach_thumb.png,246,21 / 18 / 7,10,10,5,1,3171,12,8,2,1.5,2035,Assault Rifles,Vandal,5,1088
Win,Haven,"10/04/20, 4:55 AM",35m 44s,shehroz303,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/breach_thumb.png,246,21 / 18 / 7,10,10,5,1,3171,12,8,2,1.5,2035,SMGs,Spectre,4,604
Win,Haven,"10/04/20, 4:55 AM",35m 44s,shehroz303,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/breach_thumb.png,246,21 / 18 / 7,10,10,5,1,3171,12,8,2,1.5,2035,Sidearms,Ghost,4,579
Win,Haven,"10/04/20, 4:55 AM",35m 44s,shehroz303,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/breach_thumb.png,246,21 / 18 / 7,10,10,5,1,3171,12,8,2,1.5,2035,Assault Rifles,Bulldog,1,0
Win,Haven,"10/04/20, 4:55 AM",35m 44s,Hichthacker,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/reyna_thumb.png,226,19 / 15 / 4,11,7,1,1.6,1961,8,8,3,1,1073,Assault Rifles,Vandal,9,1590
Win,Haven,"10/04/20, 4:55 AM",35m 44s,Hichthacker,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/reyna_thumb.png,226,19 / 15 / 4,11,7,1,1.6,1961,8,8,3,1,1073,Sniper Rifles,Operator,3,490
Win,Haven,"10/04/20, 4:55 AM",35m 44s,Hichthacker,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/reyna_thumb.png,226,19 / 15 / 4,11,7,1,1.6,1961,8,8,3,1,1073,Assault Rifles,Phantom,2,432
Win,Haven,"10/04/20, 4:55 AM",35m 44s,Hichthacker,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/reyna_thumb.png,226,19 / 15 / 4,11,7,1,1.6,1961,8,8,3,1,1073,Sidearms,Classic,3,334
Win,Haven,"10/04/20, 4:55 AM",35m 44s,Hichthacker,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/reyna_thumb.png,226,19 / 15 / 4,11,7,1,1.6,1961,8,8,3,1,1073,Sidearms,Ghost,1,135
Win,Haven,"10/04/20, 4:55 AM",35m 44s,Hichthacker,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/reyna_thumb.png,226,19 / 15 / 4,11,7,1,1.6,1961,8,8,3,1,1073,Heavy Weapons,Ares,1,0
Win,Haven,"10/04/20, 4:55 AM",35m 44s,Riptide69420,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/cypher_thumb.png,144,12/19/2004,8,9,3,0.9,2276,5,10,1,0.5,828,Assault Rifles,Vandal,6,1171
Win,Haven,"10/04/20, 4:55 AM",35m 44s,Riptide69420,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/cypher_thumb.png,144,12/19/2004,8,9,3,0.9,2276,5,10,1,0.5,828,SMGs,Spectre,4,690
Win,Haven,"10/04/20, 4:55 AM",35m 44s,Riptide69420,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/cypher_thumb.png,144,12/19/2004,8,9,3,0.9,2276,5,10,1,0.5,828,Sidearms,Ghost,2,269
Loss,Haven,"10/04/20, 4:55 AM",35m 44s,#,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/phoenix_thumb.png,251,24 / 19 / 4,12,9,2,1.3,1428,12,10,2,1.2,1881,Assault Rifles,Vandal,8,1146
Loss,Haven,"10/04/20, 4:55 AM",35m 44s,#,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/phoenix_thumb.png,251,24 / 19 / 4,12,9,2,1.3,1428,12,10,2,1.2,1881,Assault Rifles,Phantom,4,823
Loss,Haven,"10/04/20, 4:55 AM",35m 44s,#,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/phoenix_thumb.png,251,24 / 19 / 4,12,9,2,1.3,1428,12,10,2,1.2,1881,Sidearms,Ghost,5,770
Loss,Haven,"10/04/20, 4:55 AM",35m 44s,#,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/phoenix_thumb.png,251,24 / 19 / 4,12,9,2,1.3,1428,12,10,2,1.2,1881,SMGs,Spectre,4,619
Loss,Haven,"10/04/20, 4:55 AM",35m 44s,#,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/phoenix_thumb.png,251,24 / 19 / 4,12,9,2,1.3,1428,12,10,2,1.2,1881,Sidearms,Classic,3,205
Loss,Haven,"10/04/20, 4:55 AM",35m 44s,Xxc00chiemanxX,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/omen_thumb.png,244,18 / 20 / 6,8,9,5,0.9,1744,10,11,1,0.9,1908,Assault Rifles,Phantom,11,2107
Loss,Haven,"10/04/20, 4:55 AM",35m 44s,Xxc00chiemanxX,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/omen_thumb.png,244,18 / 20 / 6,8,9,5,0.9,1744,10,11,1,0.9,1908,Assault Rifles,Vandal,3,474
Loss,Haven,"10/04/20, 4:55 AM",35m 44s,Xxc00chiemanxX,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/omen_thumb.png,244,18 / 20 / 6,8,9,5,0.9,1744,10,11,1,0.9,1908,SMGs,Spectre,3,460
Loss,Haven,"10/04/20, 4:55 AM",35m 44s,Xxc00chiemanxX,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/omen_thumb.png,244,18 / 20 / 6,8,9,5,0.9,1744,10,11,1,0.9,1908,Heavy Weapons,Ares,1,150
Loss,Haven,"10/04/20, 4:55 AM",35m 44s,Kotoamatsukami,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/sage_thumb.png,214,18 / 19 / 7,8,10,2,0.8,1284,10,9,5,1.1,1831,Assault Rifles,Vandal,12,2227
Loss,Haven,"10/04/20, 4:55 AM",35m 44s,Kotoamatsukami,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/sage_thumb.png,214,18 / 19 / 7,8,10,2,0.8,1284,10,9,5,1.1,1831,SMGs,Spectre,4,621
Loss,Haven,"10/04/20, 4:55 AM",35m 44s,Kotoamatsukami,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/sage_thumb.png,214,18 / 19 / 7,8,10,2,0.8,1284,10,9,5,1.1,1831,Assault Rifles,Phantom,1,154
Loss,Haven,"10/04/20, 4:55 AM",35m 44s,Kotoamatsukami,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/sage_thumb.png,214,18 / 19 / 7,8,10,2,0.8,1284,10,9,5,1.1,1831,Sidearms,Classic,1,130
Loss,Haven,"10/04/20, 4:55 AM",35m 44s,leftairpod,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/reyna_thumb.png,190,15 / 21 / 5,7,10,3,0.7,1212,8,11,2,0.7,1442,Assault Rifles,Vandal,7,1117
Loss,Haven,"10/04/20, 4:55 AM",35m 44s,leftairpod,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/reyna_thumb.png,190,15 / 21 / 5,7,10,3,0.7,1212,8,11,2,0.7,1442,SMGs,Spectre,2,349
Loss,Haven,"10/04/20, 4:55 AM",35m 44s,leftairpod,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/reyna_thumb.png,190,15 / 21 / 5,7,10,3,0.7,1212,8,11,2,0.7,1442,Sidearms,Ghost,2,225
Loss,Haven,"10/04/20, 4:55 AM",35m 44s,leftairpod,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/reyna_thumb.png,190,15 / 21 / 5,7,10,3,0.7,1212,8,11,2,0.7,1442,Assault Rifles,Bulldog,1,185
Loss,Haven,"10/04/20, 4:55 AM",35m 44s,leftairpod,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/reyna_thumb.png,190,15 / 21 / 5,7,10,3,0.7,1212,8,11,2,0.7,1442,Assault Rifles,Phantom,1,156
Loss,Haven,"10/04/20, 4:55 AM",35m 44s,leftairpod,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/reyna_thumb.png,190,15 / 21 / 5,7,10,3,0.7,1212,8,11,2,0.7,1442,SMGs,Stinger,1,153
Loss,Haven,"10/04/20, 4:55 AM",35m 44s,leftairpod,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/reyna_thumb.png,190,15 / 21 / 5,7,10,3,0.7,1212,8,11,2,0.7,1442,Sidearms,Classic,1,152
Loss,Haven,"10/04/20, 4:55 AM",35m 44s,KennyKindaCute,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/raze_thumb.png,155,11/22/2003,8,11,2,0.7,1679,3,11,1,0.3,886,Assault Rifles,Vandal,8,1453
Loss,Haven,"10/04/20, 4:55 AM",35m 44s,KennyKindaCute,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/raze_thumb.png,155,11/22/2003,8,11,2,0.7,1679,3,11,1,0.3,886,Sidearms,Classic,1,172
Loss,Haven,"10/04/20, 4:55 AM",35m 44s,KennyKindaCute,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/raze_thumb.png,155,11/22/2003,8,11,2,0.7,1679,3,11,1,0.3,886,Sidearms,Ghost,1,115
Win,Split,"10/03/20, 9:05 PM",38m 34s,FestyPanda,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/phoenix_thumb.png,308,23 / 17 / 7,10,8,4,1.3,1879,13,9,3,1.4,2514,Assault Rifles,Phantom,14,2621
Win,Split,"10/03/20, 9:05 PM",38m 34s,FestyPanda,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/phoenix_thumb.png,308,23 / 17 / 7,10,8,4,1.3,1879,13,9,3,1.4,2514,Assault Rifles,Guardian,3,712
Win,Split,"10/03/20, 9:05 PM",38m 34s,FestyPanda,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/phoenix_thumb.png,308,23 / 17 / 7,10,8,4,1.3,1879,13,9,3,1.4,2514,SMGs,Spectre,3,413
Win,Split,"10/03/20, 9:05 PM",38m 34s,FestyPanda,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/phoenix_thumb.png,308,23 / 17 / 7,10,8,4,1.3,1879,13,9,3,1.4,2514,Sidearms,Ghost,2,276
Win,Split,"10/03/20, 9:05 PM",38m 34s,FestyPanda,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/phoenix_thumb.png,308,23 / 17 / 7,10,8,4,1.3,1879,13,9,3,1.4,2514,Assault Rifles,Vandal,1,0
Win,Split,"10/03/20, 9:05 PM",38m 34s,shehroz303,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/omen_thumb.png,263,21 / 17 / 4,14,8,1,1.8,2452,8,9,3,0.9,2376,Assault Rifles,Phantom,13,2431
Win,Split,"10/03/20, 9:05 PM",38m 34s,shehroz303,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/omen_thumb.png,263,21 / 17 / 4,14,8,1,1.8,2452,8,9,3,0.9,2376,Assault Rifles,Vandal,4,682
Win,Split,"10/03/20, 9:05 PM",38m 34s,shehroz303,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/omen_thumb.png,263,21 / 17 / 4,14,8,1,1.8,2452,8,9,3,0.9,2376,Sidearms,Ghost,2,353
Win,Split,"10/03/20, 9:05 PM",38m 34s,shehroz303,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/omen_thumb.png,263,21 / 17 / 4,14,8,1,1.8,2452,8,9,3,0.9,2376,SMGs,Spectre,2,330
Win,Split,"10/03/20, 9:05 PM",38m 34s,BoonChakalaka,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/reyna_thumb.png,242,19 / 18 / 5,6,9,3,0.7,1246,13,9,2,1.4,2131,Assault Rifles,Phantom,5,946
Win,Split,"10/03/20, 9:05 PM",38m 34s,BoonChakalaka,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/reyna_thumb.png,242,19 / 18 / 5,6,9,3,0.7,1246,13,9,2,1.4,2131,Assault Rifles,Vandal,4,790
Win,Split,"10/03/20, 9:05 PM",38m 34s,BoonChakalaka,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/reyna_thumb.png,242,19 / 18 / 5,6,9,3,0.7,1246,13,9,2,1.4,2131,Sidearms,Ghost,4,655
Win,Split,"10/03/20, 9:05 PM",38m 34s,BoonChakalaka,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/reyna_thumb.png,242,19 / 18 / 5,6,9,3,0.7,1246,13,9,2,1.4,2131,SMGs,Spectre,4,619
Win,Split,"10/03/20, 9:05 PM",38m 34s,BoonChakalaka,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/reyna_thumb.png,242,19 / 18 / 5,6,9,3,0.7,1246,13,9,2,1.4,2131,Sniper Rifles,Marshal,1,206
Win,Split,"10/03/20, 9:05 PM",38m 34s,BoonChakalaka,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/reyna_thumb.png,242,19 / 18 / 5,6,9,3,0.7,1246,13,9,2,1.4,2131,Sniper Rifles,Operator,1,150
Win,Split,"10/03/20, 9:05 PM",38m 34s,cacahouete,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/raze_thumb.png,177,11/18/2007,7,7,1,1,1866,4,11,6,0.4,1386,Assault Rifles,Phantom,5,1020
Win,Split,"10/03/20, 9:05 PM",38m 34s,cacahouete,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/raze_thumb.png,177,11/18/2007,7,7,1,1,1866,4,11,6,0.4,1386,Assault Rifles,Bulldog,3,661
Win,Split,"10/03/20, 9:05 PM",38m 34s,cacahouete,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/raze_thumb.png,177,11/18/2007,7,7,1,1,1866,4,11,6,0.4,1386,Sidearms,Classic,2,396
Win,Split,"10/03/20, 9:05 PM",38m 34s,JustG0in,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/sage_thumb.png,134,13 / 15 / 0,7,7,0,1,797,7,8,0,0.9,1634,Heavy Weapons,Odin,5,884
Win,Split,"10/03/20, 9:05 PM",38m 34s,JustG0in,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/sage_thumb.png,134,13 / 15 / 0,7,7,0,1,797,7,8,0,0.9,1634,Assault Rifles,Phantom,4,347
Win,Split,"10/03/20, 9:05 PM",38m 34s,JustG0in,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/sage_thumb.png,134,13 / 15 / 0,7,7,0,1,797,7,8,0,0.9,1634,Sidearms,Ghost,2,270
Win,Split,"10/03/20, 9:05 PM",38m 34s,JustG0in,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/sage_thumb.png,134,13 / 15 / 0,7,7,0,1,797,7,8,0,0.9,1634,SMGs,Spectre,1,152
Loss,Split,"10/03/20, 9:05 PM",38m 34s,A55a55inHong,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/reyna_thumb.png,268,23 / 19 / 1,12,10,1,1.2,1942,11,9,0,1.2,1542,SMGs,Spectre,10,1545
Loss,Split,"10/03/20, 9:05 PM",38m 34s,A55a55inHong,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/reyna_thumb.png,268,23 / 19 / 1,12,10,1,1.2,1942,11,9,0,1.2,1542,Assault Rifles,Phantom,9,1400
Loss,Split,"10/03/20, 9:05 PM",38m 34s,A55a55inHong,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/reyna_thumb.png,268,23 / 19 / 1,12,10,1,1.2,1942,11,9,0,1.2,1542,Sidearms,Ghost,2,334
Loss,Split,"10/03/20, 9:05 PM",38m 34s,A55a55inHong,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/reyna_thumb.png,268,23 / 19 / 1,12,10,1,1.2,1942,11,9,0,1.2,1542,Sidearms,Frenzy,1,156
Loss,Split,"10/03/20, 9:05 PM",38m 34s,Chewie,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/sova_thumb.png,266,20 / 15 / 7,11,8,6,1.4,2397,9,7,1,1.3,1080,Assault Rifles,Phantom,7,966
Loss,Split,"10/03/20, 9:05 PM",38m 34s,Chewie,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/sova_thumb.png,266,20 / 15 / 7,11,8,6,1.4,2397,9,7,1,1.3,1080,SMGs,Spectre,6,952
Loss,Split,"10/03/20, 9:05 PM",38m 34s,Chewie,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/sova_thumb.png,266,20 / 15 / 7,11,8,6,1.4,2397,9,7,1,1.3,1080,Sidearms,Classic,3,416
Loss,Split,"10/03/20, 9:05 PM",38m 34s,scooped,https://trackercdn.com/cdn/tracker.gg/valorant/db/agents/omen_thumb.png,246,21 / 16 / 3,13,8,1,1.6,2126,8,8,2,1,959,Assault Rifles,Phantom,13,2385
